--- Log Capture Start: 20260318_182654 ---
03-18 18:25:29.496 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:29.599 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:29.700 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:29.802 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:29.904 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:30.004 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:30.116 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:30.212 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:30.313 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:30.416 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:30.518 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:30.623 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:30.725 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:30.826 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:30.928 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:31.031 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:31.131 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:31.235 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:31.337 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:31.441 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:31.545 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:31.647 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:31.747 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:31.851 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:31.952 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:32.053 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:32.157 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:32.256 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:32.358 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:32.463 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:32.567 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:32.673 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:32.768 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:32.867 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:32.972 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:33.072 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:33.175 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:33.278 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:33.379 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:33.483 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:33.584 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:33.683 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:33.788 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:33.891 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:33.988 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:34.093 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:34.196 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:34.299 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:34.401 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:34.504 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:34.605 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:34.708 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:34.810 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:34.914 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:35.014 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:35.117 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:35.220 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:35.324 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:35.426 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:35.526 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:35.632 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:35.735 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:35.837 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:25:35.940 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:25:36.041 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:25:36.141 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-58)，但未检测到靠近动作 (原地站立)
03-18 18:25:36.257 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-58)，但未检测到靠近动作 (原地站立)
03-18 18:25:36.348 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-58)，但未检测到靠近动作 (原地站立)
03-18 18:25:36.450 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:36.554 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:36.658 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:36.759 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:36.862 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:36.963 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:37.064 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:37.168 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:37.270 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:37.373 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:37.476 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:37.575 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:37.674 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:37.778 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:37.879 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:37.985 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-58)，但未检测到靠近动作 (原地站立)
03-18 18:25:38.086 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-58)，但未检测到靠近动作 (原地站立)
03-18 18:25:38.188 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-58)，但未检测到靠近动作 (原地站立)
03-18 18:25:38.305 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-58)，但未检测到靠近动作 (原地站立)
03-18 18:25:38.395 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-58)，但未检测到靠近动作 (原地站立)
03-18 18:25:38.500 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:25:38.602 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:25:38.703 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:25:38.907 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:39.008 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:39.110 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:39.214 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:39.317 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:39.420 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:39.524 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:39.626 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:39.729 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:39.829 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:39.933 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:40.034 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:40.136 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:40.239 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:40.338 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:40.442 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:40.545 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:40.648 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:40.745 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:40.852 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:40.954 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:41.054 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:41.157 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:41.262 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:41.467 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:41.927 D/WidgetUpdateWorker: Found active widgets, starting data fetch...
03-18 18:25:41.983 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:42.090 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:42.190 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:42.292 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:25:42.393 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:42.494 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:42.596 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:42.696 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:42.799 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:42.900 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:43.001 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:43.104 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:43.213 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:43.310 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:43.413 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:43.508 D/MG_NET_LOG: ┌────── HTTP Request & Response (200 / 1572ms) ──────
03-18 18:25:43.509 D/MG_NET_LOG: │ URL: https://mp.ebanma.com/app-mp/vp/1.2/getVehicleStatus
03-18 18:25:43.510 D/MG_NET_LOG: │ Method: POST
03-18 18:25:43.510 D/MG_NET_LOG: │ Header: app-type: roewe
03-18 18:25:43.510 D/MG_NET_LOG: │ Header: timestamp: 1773829541933
03-18 18:25:43.510 D/MG_NET_LOG: │ Header: sign: CSg/dLKOtH5++c/5p/CiwnjkNplw8OJGdEoAH9JTJPU=
03-18 18:25:43.510 D/MG_NET_LOG: │ Params: data={"vin":"LSJWM6396SZ650914","appId":"Roewe","brandCode":"1","nonce":"377E1DE1EC3E33DC6ED30FC4C80DE519","timestamp":"1773829541929","token":"cc6e69225a7241aaadf466b71286cf10-prod_SAIC"}
03-18 18:25:43.511 D/MG_NET_LOG: ├────── Response Result ──────
03-18 18:25:43.511 D/MG_NET_LOG: │ Result(Part 1): {"req_id":"19d007ad20bec3bf654","data":{"vehicle_position":{"satellites":0,"altitude":554,"latitude":"30.932076","gps_status":3,"update_time":1773825930000,"gps_time":1773829449000,"hdop":68,"longitude":"103.944352"},"vehicle_alerts":[],"vehicle_security":{"position_authorization_status":true,"privacy_status":true},"vehicle_value":{"local_sec_row_r_seat_vent_lvl":null,"climate_on_off_status":0,"steer_heat_level":0,"pwr_lftgt_pos":null,"inst_fuel_consumption":null,"rear_right_tyre_pressure":256,"tbox_internal_battery":null,"battery_pack_fault_status":null,"charge_door_position_status":0,"veh_elec_rng_dsp_cmd":0,"local_sec_row_l_seat_vent_lvl":null,"veh_bms_pack_soc_dsp_v":0,"battery_lattice_number":4,"driving_range":355,"battery_pack_range":93,"power_mode":0,"engine_status":0,"exterior_temperature":15,"rmt_rr_seat_heat_flr_rsn":null,"fuel_level_prc":25,"localfront_left_seat_heat_level":0,"interior_pm25":0,"odometer":17081,"local_sec_row_l_seat_heat_lvl":null,"rmt_fr_seat_heat_flr_rsn":null,"rmt_seat_vent_flr_rsn":null,"inspect_status":null,"remote_steer_heat_level":0,"last_key_seen":0,"wheel_tyre_monitor_status":null,"rmt_a_c_abot_rsn":null,"vehicle_battery":1220,"chrgng_rmnng_time_v":null,"exterior_pm25":0,"front_left_tyre_pressure":260,"charge_status":1009,"localfront_right_seat_vent_level":null,"speed":0,"vehicle_battery_dev":2,"front_right_tyre_pressure":260,"battery_pack_prc":745,"interior_temperature_v":null,"steer_heat_failure_reason":0,"local_sec_row_r_seat_heat_lvl":null,"clstr_elec_rng_to_eptv":0,"fuel_range":355,"current_journey_id":976,"pwr_lftgt_pos_v":null,"interior_temperature":18,"localfront_right_seat_heat_level":0,"heading":323,"battery_alarm_value":[50,200,500],"update_time":1773825388000,"remote_climate_status":0,"fota_status":0,"current_journey_distance":0,"bms_charge_status":null,"vehicle_alarm_status":2,"veh_intlgnt_scene_md":null,"rear_left_tyre_pressure":256,"vehicle_battery_prc":988,"battery_type":0,"fuel_level_disp":3,"monitor_status":null,"localfront_left_seat_vent_level":null,"chrgng_rmnng_time":1023},"update_time":1773825929000,"vehicle_state":{"door":false,"gnss_ant_connected":false,"second_row_left_seat_heat":false,"rear_right_door":false,"second_row_right_seat_vent":false,"dipped_beam":false,"driver_window":false,"clstr_range":false,"vehicle_battery_connected":true,"seat_heat":false,"driver_door":false,"lock":true,"right_seat_heat":false,"feed":false,"horn":false,"air_clean":false,"light":false,"bonnet":false,"bat_low":null,"inspect":null,"steer_heat":false,"side_light":false,"gsm_ant_connected":false,"second_row_left_seat_vent":false,"battery_pack":true,"combination_control":false,"engine":false,"seat_vent":false,"left_seat_vent":false,"second_row_right_seat_heat":false,"power":false,"boot":false,"power_protection":false,"charge":false,"passenger_door":false,"can_bus":true,"update_time":1773825388000,"monitor":null,"climate":false,"right_seat_vent":false,"left_seat_heat":false,"rear_right_window":false,"sunroof":f
03-18 18:25:43.511 D/MG_NET_LOG: │ Result(Part 2): alse,"rear_left_door":false,"passenger_window":false,"window":false,"rear_left_window":false,"main_beam":false}}}
03-18 18:25:43.511 D/MG_NET_LOG: └──────────────────────────────────────────────────
03-18 18:25:43.515 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:43.526 D/WidgetUpdateWorker: Data fetch complete. Success: true, Address: 四川省成都市彭州市协和路403号置信·丹郡湖岸
03-18 18:25:43.526 D/WidgetUpdateWorker: Starting update loop for 2 widget types
03-18 18:25:43.527 D/MGWidget: updateWidgetSynchronously called for ID: 2150
03-18 18:25:43.527 D/MGWidget: updateWidgetSynchronously called for ID: 2059
03-18 18:25:43.618 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:43.717 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:44.232 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:25:44.335 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:25:44.435 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:25:44.538 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:44.640 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:44.741 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:44.843 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:44.944 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:45.047 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:45.146 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:45.251 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:45.351 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:45.454 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:45.557 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:45.659 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:45.758 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:45.859 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:45.960 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:46.061 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:46.162 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:46.260 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:46.364 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:46.474 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:46.565 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:46.666 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:46.767 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:46.867 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:46.968 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:47.070 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:47.170 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:47.271 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:47.374 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:47.475 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:47.575 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:47.676 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:47.778 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:47.880 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:47.982 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:48.084 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:48.183 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:48.285 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:48.385 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:48.485 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:48.585 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:48.685 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
